group,names,scores,logfoldchanges,pvals,pvals_adj
B cells,REPS2,-0.11628696,1.8626282,0.9074251186629283,0.9991373691958308
B cells,TUBG2,-0.11628696,1.7953733,0.9074251186629283,0.9991373691958308
B cells,ACVR2A,-0.11628696,1.7091954,0.9074251186629283,0.9991373691958308
B cells,MKLN1,-0.11865006,,0.9055526089265336,0.9991373691958308
B cells,TREML1,-0.11865006,1.4895532,0.9055526089265336,0.9991373691958308
B cells,IFIT2,-0.11986972,,0.9045863570263709,0.9991373691958308
B cells,TGFBRAP1,-0.12208035,3.6892343,0.9028353864722223,0.9991373691958308
B cells,CRELD2,-0.12230904,,0.9026542784102594,0.9991373691958308
B cells,FBXO11,-0.12242337,,0.9025637262782924,0.9991373691958308
B cells,MVD,-0.12280452,,0.902261894999585,0.9991373691958308
B cells,ATXN3,-0.1230332,,0.9020808030106706,0.9991373691958308
B cells,C16orf58,-0.12387172,3.9104853,0.9014168427139395,0.9991373691958308
B cells,RMND5A,-0.12463401,8.437764,0.90081330227424,0.9991373691958308
B cells,IL16,-0.12509139,,0.9004512055104745,0.9991373691958308
B cells,CLPX,-0.1253963,,0.9002098191723507,0.9991373691958308
B cells,IFFO1,-0.12592989,3.6937535,0.8997874153018799,0.9991373691958308
B cells,KLHL6,-0.12642539,2.7324388,0.8993952085483301,0.9991373691958308
B cells,MAT2A,-0.12897904,,0.8973742269572732,0.9991373691958308
B cells,EGFL7,-0.12920773,1.9009361,0.8971932758082872,0.9991373691958308
B cells,KIFC3,-0.12920773,1.7568667,0.8971932758082872,0.9991373691958308
B cells,ESAM,-0.12920773,1.8090272,0.8971932758082872,0.9991373691958308
B cells,RP11-398C13.6,-0.12920773,1.8898151,0.8971932758082872,0.9991373691958308
B cells,CCL2,-0.12920773,1.8966995,0.8971932758082872,0.9991373691958308
B cells,NEFH,-0.12920773,2.055431,0.8971932758082872,0.9991373691958308
B cells,C2orf88,-0.12920773,1.8089178,0.8971932758082872,0.9991373691958308
B cells,EOGT,-0.13153271,2.618689,0.8953539109050326,0.9991373691958308
B cells,NARG2,-0.13153271,4.5221047,0.8953539109050326,0.9991373691958308
B cells,SERPINE2,-0.13164705,2.4114356,0.895263464766068,0.9991373691958308
B cells,ZFP69,-0.1343913,4.7985253,0.8930931685437444,0.9991373691958308
B cells,SIRT6,-0.13507734,,0.8925507189020324,0.9991373691958308
B cells,TP53BP2,-0.13614455,,0.8917070083539664,0.9991373691958308
B cells,DAGLB,-0.13637324,2.489899,0.8915262291519093,0.9991373691958308
B cells,OAT,-0.13648759,,0.891435841664482,0.9991373691958308
B cells,MAP3K7,-0.13770725,,0.8904717964692724,0.9991373691958308
B cells,C16orf80,-0.13881256,,0.8895982703205212,0.9991373691958308
B cells,STAU2,-0.13904124,,0.8894175574700983,0.9991373691958308
B cells,SPEN,-0.14197606,2.8405962,0.8870989225044938,0.9991373691958308
B cells,PALLD,-0.14212851,2.051001,0.8869785001577741,0.9991373691958308
B cells,RAB38,-0.14212851,2.052572,0.8869785001577741,0.9991373691958308
B cells,TNFRSF9,-0.14212851,2.0261455,0.8869785001577741,0.9991373691958308
B cells,DLEU7,-0.14212851,2.0048106,0.8869785001577741,0.9991373691958308
B cells,SLC22A18AS,-0.14212851,2.0758483,0.8869785001577741,0.9991373691958308
B cells,ALOX12,-0.14212851,1.9721465,0.8869785001577741,0.9991373691958308
B cells,ZWINT,-0.1444916,2.4073148,0.8851122891488524,0.9991373691958308
B cells,WDR44,-0.1444916,2.6003532,0.8851122891488524,0.9991373691958308
B cells,MAP2K7,-0.1444916,,0.8851122891488524,0.9991373691958308
B cells,C3orf38,-0.14590183,,0.8839988854777469,0.9991373691958308
B cells,DNAJC7,-0.14593995,,0.8839687966560199,0.9991373691958308
B cells,FBXO25,-0.14696904,-1.7505531,0.8831564618738271,0.9991373691958308
B cells,SLC20A2,-0.14757887,3.3848484,0.8826751362163591,0.9991373691958308
B cells,TRIT1,-0.14891286,4.346967,0.881622387597449,0.9991373691958308
B cells,NOP58,-0.14906533,,0.8815020867497696,0.9991373691958308
B cells,PGM2,-0.14914155,1.5503923,0.881441937350987,0.9991373691958308
B cells,SPARC,-0.14986573,3.302858,0.8808705522167162,0.9991373691958308
B cells,F13A1,-0.1503231,4.0145025,0.8805097093254335,0.9991373691958308
B cells,SLC25A14,-0.1511235,3.57928,0.879878294005312,0.9991373691958308
B cells,MAP3K7CL,-0.15150465,4.7981286,0.8795776468615384,0.9991373691958308
B cells,PXMP4,-0.1534866,6.4392996,0.8780145625260775,0.9991373691958308
B cells,SETD5,-0.15356281,,0.8779544533537862,0.9991373691958308
B cells,CCDC115,-0.1545538,,0.8771730982682717,0.9991373691958308
B cells,TMEM102,-0.15497306,,0.8768425609420784,0.9991373691958308
B cells,SEPT5,-0.15504928,2.175453,0.8767824655520348,0.9991373691958308
B cells,ACPP,-0.15504928,2.3714173,0.8767824655520348,0.9991373691958308
B cells,LYSMD4,-0.15504928,2.1650794,0.8767824655520348,0.9991373691958308
B cells,TMTC2,-0.15504928,2.3715076,0.8767824655520348,0.9991373691958308
B cells,GFI1B,-0.15504928,2.2211978,0.8767824655520348,0.9991373691958308
B cells,AC005082.12,-0.15725991,3.6048913,0.8750400095941582,0.9991373691958308
B cells,DMTN,-0.15840335,3.204766,0.8741389763975131,0.9991373691958308
B cells,PICALM,-0.16015661,,0.8727577094974149,0.9991373691958308
B cells,ZFAND4,-0.16130003,5.473785,0.8718570919281545,0.9991373691958308
B cells,YPEL2,-0.16370125,1.5203496,0.8699663370256223,0.9991373691958308
B cells,C10orf32,-0.16564508,,0.8684362696665219,0.9991373691958308
B cells,NELFB,-0.16595,,0.8681963036510818,0.9991373691958308
B cells,EHMT2,-0.16636924,-0.22386213,0.867866370210097,0.9991373691958308
B cells,ADPRM,-0.16732211,0.72561806,0.8671166071536032,0.9991373691958308
B cells,FCAR,-0.16797006,2.464956,0.8666068365095698,0.9991373691958308
B cells,CMTM2,-0.16797006,2.4226563,0.8666068365095698,0.9991373691958308
B cells,PRSS57,-0.16797006,2.4334486,0.8666068365095698,0.9991373691958308
B cells,LZTS2,-0.16797006,2.986795,0.8666068365095698,0.9991373691958308
B cells,PTCH1,-0.16797006,2.4601755,0.8666068365095698,0.9991373691958308
B cells,IQCE,-0.16797006,2.644523,0.8666068365095698,0.9991373691958308
B cells,LAMP3,-0.16797006,2.9315288,0.8666068365095698,0.9991373691958308
B cells,CLEC1B,-0.16797006,2.3612313,0.8666068365095698,0.9991373691958308
B cells,FCGR3B,-0.16797006,2.5526907,0.8666068365095698,0.9991373691958308
B cells,IL24,-0.16797006,2.7513204,0.8666068365095698,0.9991373691958308
B cells,AC147651.3,-0.16797006,2.3780468,0.8666068365095698,0.9991373691958308
B cells,PRRG2,-0.16797006,2.4708428,0.8666068365095698,0.9991373691958308
B cells,SLC16A5,-0.16797006,2.3767936,0.8666068365095698,0.9991373691958308
B cells,KCNE1,-0.16797006,2.5708992,0.8666068365095698,0.9991373691958308
B cells,EXOC6,-0.1680844,,0.8665168827371876,0.9991373691958308
B cells,GID8,-0.16983765,,0.8651378087323857,0.9991373691958308
B cells,CTNND1,-0.17105731,3.901222,0.8641786948166824,0.9991373691958308
B cells,ZNF836,-0.1725819,0.23013063,0.8629800839478547,0.9991373691958308
B cells,LIN52,-0.17353475,4.3800206,0.8622311121117263,0.9991373691958308
B cells,TBCK,-0.17448762,5.0008955,0.8614822641110057,0.9991373691958308
B cells,MDS2,-0.17528802,,0.8608533279727627,0.9991373691958308
B cells,RABL6,-0.17555481,,0.8606437021816393,0.9991373691958308
B cells,PHACTR4,-0.17612652,,0.8601945371378116,0.9991373691958308
B cells,ATF7IP2,-0.17951871,,0.8575304262706651,0.9991373691958308
B cells,ZMAT3,-0.18058592,,0.8566926130143557,0.9991373691958308
B cells,AP001189.4,-0.18089083,2.4957397,0.8564532674118503,0.9991373691958308
B cells,TMEM40,-0.18089083,2.5758998,0.8564532674118503,0.9991373691958308
B cells,C16orf52,-0.18089083,2.8914108,0.8564532674118503,0.9991373691958308
B cells,CMTM5,-0.18089083,2.5071967,0.8564532674118503,0.9991373691958308
B cells,PDZD4,-0.18089083,2.7166371,0.8564532674118503,0.9991373691958308
B cells,SNW1,-0.18104328,,0.8563335995596502,0.9991373691958308
B cells,PCSK7,-0.1818818,,0.8556754854850047,0.9991373691958308
B cells,PPIF,-0.18287277,,0.854897843733005,0.9991373691958308
B cells,EVA1B,-0.18302524,3.4434898,0.8547782190289943,0.9991373691958308
B cells,LDOC1L,-0.1831777,3.507225,0.8546585976628933,0.9991373691958308
B cells,CES4A,-0.18325391,4.07953,0.8545987882323988,0.9991373691958308
B cells,MRS2,-0.18367317,,0.8542698513079802,0.9991373691958308
B cells,GOLGA1,-0.18519776,7.7384057,0.8530739309708346,0.9991373691958308
B cells,SIGLEC14,-0.18538833,5.6634383,0.852924464612404,0.9991373691958308
B cells,COMMD10,-0.18561701,,0.8527451119530396,0.9991373691958308
B cells,LINC01003,-0.1858457,,0.852565766906686,0.9991373691958308
B cells,TMEM104,-0.18626496,,0.8522369874577704,0.9991373691958308
B cells,SNX20,-0.18656987,,0.8519978912541726,0.9991373691958308
B cells,FHL1,-0.18683667,,0.8517886932326132,0.9991373691958308
B cells,SREBF1,-0.18775141,,0.8510715221279983,0.9991373691958308
B cells,CBX5,-0.19003828,,0.8492791344562094,0.9991373691958308
B cells,SURF6,-0.19041942,3.6051755,0.8489804786490158,0.9991373691958308
B cells,NME6,-0.19125794,4.9724574,0.8483235122273771,0.9991373691958308
B cells,GP1BA,-0.1938116,2.9322135,0.8463234016968262,0.9991373691958308
B cells,NMNAT3,-0.1938116,3.0747485,0.8463234016968262,0.9991373691958308
B cells,HEMGN,-0.1938116,2.9657295,0.8463234016968262,0.9991373691958308
B cells,ATP10A,-0.1938116,2.8588066,0.8463234016968262,0.9991373691958308
B cells,ANKRD9,-0.1938116,2.8153455,0.8463234016968262,0.9991373691958308
B cells,HMBOX1,-0.1956792,,0.8448612601446915,0.9991373691958308
B cells,RPPH1,-0.19598413,4.1771016,0.844622593758742,0.9991373691958308
B cells,PEX26,-0.19849966,2.768363,0.84265414222273,0.9991373691958308
B cells,CLYBL,-0.19933818,5.908361,0.8419982094916314,0.9991373691958308
B cells,EDC3,-0.20013858,,0.8413721941458534,0.9991373691958308
B cells,CRTC2,-0.20040539,,0.8411635446280687,0.9991373691958308
B cells,CCDC66,-0.20063408,4.3135805,0.840984711062846,0.9991373691958308
B cells,FADS1,-0.20078653,5.8250937,0.8408654932438651,0.9991373691958308
B cells,TRIP12,-0.20292094,3.973415,0.8391968281715593,0.9991373691958308
B cells,ABHD12,-0.20295905,,0.8391670371260055,0.9991373691958308
B cells,PHF12,-0.20353077,,0.8387201991202269,0.9991373691958308
B cells,ABCC3,-0.20673238,3.567255,0.8362188710614807,0.9991373691958308
B cells,TRPM4,-0.20673238,3.4897127,0.8362188710614807,0.9991373691958308
B cells,GP9,-0.20673238,2.7342508,0.8362188710614807,0.9991373691958308
B cells,FANCI,-0.20673238,2.988155,0.8362188710614807,0.9991373691958308
B cells,SYCE1,-0.20673238,3.55704,0.8362188710614807,0.9991373691958308
B cells,CCT6A,-0.2075709,,0.8355640338254806,0.9991373691958308
B cells,TBPL1,-0.20760901,3.2763255,0.8355342712010995,0.9991373691958308
B cells,IFT20,-0.20818073,,0.8350878601194344,0.9991373691958308
B cells,HBA1,-0.20882867,3.7694523,0.8345819917944828,0.9991373691958308
B cells,PDCD1,-0.20882867,,0.8345819917944828,0.9991373691958308
B cells,STAMBP,-0.20913358,,0.8343439597828267,0.9991373691958308
B cells,ARHGAP21,-0.20993398,5.5324783,0.8337191980224256,0.9991373691958308
B cells,TADA2A,-0.21054381,5.083007,0.8332432594983787,0.9991373691958308
B cells,DLST,-0.21122988,,0.8327079017063992,0.9991373691958308
B cells,PRUNE,-0.21168725,,0.8323510395948561,0.9991373691958308
B cells,GMPPA,-0.21340239,,0.8310131149667106,0.9991373691958308
B cells,ASXL2,-0.21355484,2.8303561,0.8308942119727328,0.9991373691958308
B cells,EIF2S1,-0.21378353,,0.8307158647410631,0.9991373691958308
B cells,GSTZ1,-0.21732818,5.8654017,0.8279526030989212,0.9991373691958308
B cells,CGRRF1,-0.2176712,1.8517373,0.8276853030783168,0.9991373691958308
B cells,RTFDC1,-0.21904331,,0.8266163028745525,0.9991373691958308
B cells,ITGA2B,-0.21965314,2.6500332,0.8261412946740783,0.9991373691958308
B cells,C1QB,-0.21965314,3.5745559,0.8261412946740783,0.9991373691958308
B cells,ERH,-0.21972938,,0.8260819231191057,0.9991373691958308
B cells,METTL3,-0.22045355,,0.8255179429913122,0.9991373691958308
B cells,ZNF212,-0.22182567,,0.8244495961925076,0.9991373691958308
B cells,VPS13C,-0.22205436,,0.8242715699503607,0.9991373691958308
B cells,CLSTN3,-0.22369327,,0.8229959802951918,0.9991373691958308
B cells,NOC4L,-0.22510351,,0.8218987540269649,0.9991373691958308
B cells,C5orf56,-0.2261707,,0.821068652016222,0.9991373691958308
B cells,ZNF330,-0.22674242,,0.8206240368626044,0.9991373691958308
B cells,TMEM9B,-0.22681865,,0.8205647591935841,0.9991373691958308
B cells,USP33,-0.22685677,,0.8205351207433939,0.9991373691958308
B cells,JAKMIP1,-0.22704734,,0.8203869323372782,0.9991373691958308
B cells,ZNF32,-0.22952478,,0.8184610683888596,0.9991373691958308
B cells,TRIP11,-0.23192598,,0.8165955064694528,0.9991373691958308
B cells,SPHK1,-0.23257393,4.7076926,0.8160922783967357,0.9991373691958308
B cells,F5,-0.23257393,4.2827735,0.8160922783967357,0.9991373691958308
B cells,LYPD2,-0.23257393,3.2252178,0.8160922783967357,0.9991373691958308
B cells,IDUA,-0.23257393,7.279943,0.8160922783967357,0.9991373691958308
B cells,PDXDC1,-0.23375547,,0.8151748225582556,0.9991373691958308
B cells,CEACAM4,-0.23447964,4.6788363,0.8146126360679045,0.9991373691958308
B cells,RP11-367G6.3,-0.23531815,6.7982073,0.8139618025584747,0.9991373691958308
B cells,RAB40C,-0.2356993,,0.8136660115682306,0.9991373691958308
B cells,DTX3,-0.23615667,,0.8133110974576032,0.9991373691958308
B cells,ARMCX5,-0.2362329,,0.813251948830735,0.9991373691958308
B cells,CASC7,-0.23943451,,0.8107686723112822,0.9991373691958308
B cells,LARS,-0.2401968,,0.8101776955703388,0.9991373691958308
B cells,TSC22D1,-0.24332218,5.952509,0.80775582562936,0.9991373691958308
B cells,UBE2D4,-0.24393201,,0.8072834796084264,0.9991373691958308
B cells,POLDIP2,-0.24412258,,0.8071358858778235,0.9991373691958308
B cells,MED7,-0.24431315,,0.8069882990135491,0.9991373691958308
B cells,NUPL2,-0.24457996,,0.8067816889485935,0.9991373691958308
B cells,ZSWIM6,-0.2454947,4.6104665,0.8060734140189415,0.9991373691958308
B cells,C6orf25,-0.2454947,4.2020044,0.8060734140189415,0.9991373691958308
B cells,ELOVL4,-0.2454947,5.812122,0.8060734140189415,0.9991373691958308
B cells,DPY19L4,-0.24774344,,0.804332915341186,0.9991373691958308
B cells,ABCB1,-0.24812458,,0.8040380114137593,0.9991373691958308
B cells,HNRNPL,-0.24831516,,0.8038905699055641,0.9991373691958308
B cells,YTHDF2,-0.24983974,,0.8027112894355594,0.9991373691958308
B cells,BBS2,-0.25090694,,0.8018860601691759,0.9991373691958308
B cells,RP13-270P17.3,-0.25090694,,0.8018860601691759,0.9991373691958308
B cells,MTERFD1,-0.25121185,,0.8016503209212396,0.9991373691958308
B cells,ZFX,-0.25147864,,0.8014440638905872,0.9991373691958308
B cells,CDK19,-0.2518217,,0.8011788966154747,0.9991373691958308
B cells,ZNF688,-0.25273642,,0.8004718959399879,0.9991373691958308
B cells,CLIP1,-0.25307944,,0.8002068127917922,0.9991373691958308
B cells,RP11-349A22.5,-0.25353682,,0.79985340439545,0.9991373691958308
B cells,SMARCC2,-0.2536893,,0.7997356106997281,0.9991373691958308
B cells,RBM25,-0.25410855,,0.7994117015350372,0.9991373691958308
B cells,TMEM234,-0.25616673,,0.7978221034921711,0.9991373691958308
B cells,NSA2,-0.25673842,,0.7973806969080738,0.9991373691958308
B cells,KIF3A,-0.25704336,,0.7971453065447269,0.9991373691958308
B cells,JARID2,-0.2581868,4.6527543,0.7962627571543515,0.9991373691958308
B cells,ATAD1,-0.2582249,,0.7962333433218682,0.9991373691958308
B cells,PTCRA,-0.25841546,2.9085855,0.7960862785026279,0.9991373691958308
B cells,FRY-AS1,-0.25841546,5.5113316,0.7960862785026279,0.9991373691958308
B cells,CHMP4A,-0.259597,,0.7951746384638553,0.9991373691958308
B cells,TCP1,-0.26016873,,0.7947336226124786,0.9991373691958308
B cells,LRIG2,-0.26024497,,0.7946748254519391,0.9991373691958308
B cells,USP5,-0.26150274,,0.7937048409417711,0.9991373691958308
B cells,CD163,-0.26230314,,0.7930877440653559,0.9991373691958308
B cells,MTIF2,-0.26276052,3.3344827,0.7927351754181091,0.9991373691958308
B cells,SLC25A12,-0.26333222,,0.7922945241984368,0.9991373691958308
B cells,GINM1,-0.26344657,,0.7922064019104798,0.9991373691958308
B cells,FAM173A,-0.26447564,,0.7914134208997534,0.9991373691958308
B cells,XPNPEP1,-0.26466623,,0.7912665962223955,0.9991373691958308
B cells,VIPR1,-0.2648187,,0.7911491418121215,0.9991373691958308
B cells,ACOT13,-0.269926,,0.7872171752037017,0.9991373691958308
B cells,ATP6V1C1,-0.27049774,,0.7867773650584116,0.9991373691958308
B cells,ARL2BP,-0.2711838,,0.7862496826695171,0.9991373691958308
B cells,RASD1,-0.27133626,5.463501,0.7861324332393954,0.9991373691958308
B cells,SLFN12,-0.27133626,5.725077,0.7861324332393954,0.9991373691958308
B cells,KIR2DL3,-0.27133626,,0.7861324332393954,0.9991373691958308
B cells,C18orf21,-0.27236533,,0.7853411265752807,0.9991373691958308
B cells,DPY30,-0.27286083,,0.7849602061148122,0.9991373691958308
B cells,TTN-AS1,-0.27293706,,0.7849016075355824,0.9991373691958308
B cells,TRUB2,-0.27293706,,0.7849016075355824,0.9991373691958308
B cells,ARSD,-0.27366123,,0.7843449818834728,0.9991373691958308
B cells,ATG7,-0.27514768,,0.783202780355225,0.9991373691958308
B cells,RFC5,-0.27587184,2.7886612,0.7826464922541487,0.9991373691958308
B cells,DOHH,-0.27625299,,0.7823537536600861,0.9991373691958308
B cells,MLEC,-0.28075048,,0.7789017765535955,0.9991373691958308
B cells,SIK1,-0.28139845,,0.77840481528902,0.9991373691958308
B cells,BCL2A1,-0.2815128,,0.7783171256420071,0.9991373691958308
B cells,RAB11B,-0.2820845,,0.7778787197670699,0.9991373691958308
B cells,THAP2,-0.28303736,,0.7771482004782706,0.9991373691958308
B cells,SERPINF1,-0.28425702,4.828981,0.7762134233204677,0.9991373691958308
B cells,ANKHD1,-0.28433326,,0.7761550104935924,0.9991373691958308
B cells,NECAB3,-0.28589594,,0.7749578269945839,0.9991373691958308
B cells,AGO4,-0.28646764,,0.774519966495766,0.9991373691958308
B cells,OSBPL7,-0.28677258,,0.7742864702078526,0.9991373691958308
B cells,WDYHV1,-0.28803033,,0.7733235140463582,0.9991373691958308
B cells,TAF6L,-0.28959304,,0.7721276000012629,0.9991373691958308
B cells,UCK1,-0.290584,,0.7713694956737989,0.9991373691958308
B cells,TM7SF3,-0.29172742,,0.7704950311817252,0.9991373691958308
B cells,MRE11A,-0.29256594,,0.7698539425194705,0.9991373691958308
B cells,PKN2,-0.29264218,,0.7697956695234901,0.9991373691958308
B cells,ING5,-0.2940143,,0.7687469781829056,0.9991373691958308
B cells,GLB1,-0.2945479,,0.7683392679041805,0.9991373691958308
B cells,NDUFAF4,-0.29603437,,0.7672038417550816,0.9991373691958308
B cells,TSPAN15,-0.2971778,,0.7663307768199468,0.9991373691958308
B cells,TMX3,-0.29919785,,0.7647890876548914,0.9991373691958308
B cells,INO80C,-0.29942653,,0.7646146153955845,0.9991373691958308
B cells,ZNF561,-0.30022693,8.404439,0.7640040566214525,0.9991373691958308
B cells,CTD-2267D19.2,-0.30034128,,0.7639168459067252,0.9991373691958308
B cells,DENND6A,-0.30098924,,0.7634227084580854,0.9991373691958308
B cells,GAS2L1,-0.30159906,,0.762957725938624,0.9991373691958308
B cells,SMPDL3A,-0.3016753,,0.7628996091331467,0.9991373691958308
B cells,GGA3,-0.3024757,,0.7622894634229581,0.9991373691958308
B cells,RNF25,-0.30281872,,0.7620280175977908,0.9991373691958308
B cells,BOLA1,-0.3030855,,0.7618246896182903,0.9991373691958308
B cells,LSM14A,-0.304572,,0.7606921636437443,0.9991373691958308
B cells,FBXO7,-0.30525804,,0.7601696321049697,0.9991373691958308
B cells,DHX15,-0.3061728,,0.7594730936335319,0.9991373691958308
B cells,API5,-0.30845964,,0.7577326019630335,0.9991373691958308
B cells,RAB21,-0.30853587,,0.7576746066654667,0.9991373691958308
B cells,UQCC1,-0.3088789,,0.7574136447102318,0.9991373691958308
B cells,BAG5,-0.30945063,,0.756978769573308,0.9991373691958308
B cells,DSCR3,-0.30960307,,0.7568628158575004,0.9991373691958308
B cells,NAIP,-0.31009856,,0.7564860040919168,0.9991373691958308
B cells,HMGCL,-0.31063217,4.3987412,0.7560802715520888,0.9991373691958308
B cells,GBGT1,-0.31166124,9.571349,0.7552979773609572,0.9991373691958308
B cells,FAM63A,-0.31173748,,0.7552400396133561,0.9991373691958308
B cells,ACRBP,-0.31185183,4.046804,0.7551531355735103,0.9991373691958308
B cells,FKBP3,-0.31394812,,0.7535604450651876,0.9991373691958308
B cells,NF1,-0.31421492,,0.7533578140367221,0.9991373691958308
B cells,NR2C2AP,-0.31509155,,0.7526921460396179,0.9991373691958308
B cells,SMYD4,-0.31772143,,0.7506962469579828,0.9991373691958308
B cells,PTGES2,-0.31913167,,0.7496266680702043,0.9991373691958308
B cells,MANBA,-0.3194747,,0.7493665729281134,0.9991373691958308
B cells,TNNI2,-0.31993207,,0.7490198237466108,0.9991373691958308
B cells,MCM3,-0.32016075,,0.7488464681775838,0.9991373691958308
B cells,ANAPC4,-0.32031322,,0.7487309048488414,0.9991373691958308
B cells,REEP3,-0.32038945,,0.7486731253005569,0.9991373691958308
B cells,EIF2B1,-0.32111362,,0.7481242900143389,0.9991373691958308
B cells,DHRS4,-0.3216091,,0.7477488446459706,0.9991373691958308
B cells,CCNG1,-0.32179967,,0.747604458506065,0.9991373691958308
B cells,GTF3A,-0.32359105,,0.7462476622345511,0.9991373691958308
B cells,SLC27A1,-0.32496318,,0.7452089455945745,0.9991373691958308
B cells,HEXIM2,-0.32564923,,0.7446897608081722,0.9991373691958308
B cells,STK11IP,-0.32744062,,0.7433346589870136,0.9991373691958308
B cells,CA2,-0.3287746,,0.7423260565972418,0.9991373691958308
B cells,ENTPD3-AS1,-0.32915574,,0.7420379656477254,0.9991373691958308
B cells,RP11-792A8.4,-0.32984182,,0.7415194930374068,0.9991373691958308
B cells,CTNNB1,-0.33003238,,0.741375493677903,0.9991373691958308
B cells,ACP1,-0.33151883,,0.7402526098565636,0.9991373691958308
B cells,CARHSP1,-0.333577,,0.7386987613956104,0.9991373691958308
B cells,PTPN7,-0.33468235,,0.737864726995737,0.9991373691958308
B cells,NKIRAS2,-0.33544463,,0.7372897105344992,0.9991373691958308
B cells,HDDC3,-0.3356352,,0.7371459793788466,0.9991373691958308
B cells,CCL4L1,-0.33594012,,0.736916028653437,0.9991373691958308
B cells,RP11-70P17.1,-0.33594012,,0.736916028653437,0.9991373691958308
B cells,ENHO,-0.33594012,,0.736916028653437,0.9991373691958308
B cells,WDR45,-0.33654994,,0.7364561978817141,0.9991373691958308
B cells,CYB5B,-0.33921796,,0.7344455497876374,0.9991373691958308
B cells,BACH1,-0.34112367,,0.7330104854421773,0.9991373691958308
B cells,XPOT,-0.34402037,,0.7308309753016788,0.9991373691958308
B cells,DENND5A,-0.34584984,,0.7294555600583843,0.9991373691958308
B cells,UBXN1,-0.34718385,,0.7284532013430205,0.9991373691958308
B cells,INIP,-0.3476031,,0.728138270101055,0.9991373691958308
B cells,RDH14,-0.34794614,,0.7278806332182173,0.9991373691958308
B cells,RPL7L1,-0.34882277,,0.7272223676110963,0.9991373691958308
B cells,HBEGF,-0.35030922,,0.7261066383058801,0.9991373691958308
B cells,WDR55,-0.3555309,,0.7221918997369985,0.9991373691958308
B cells,TMBIM6,-0.35568336,,0.722077709439884,0.9991373691958308
B cells,KIAA1429,-0.3557977,,0.7219920707804105,0.9991373691958308
B cells,HMGXB4,-0.35724604,,0.7209076163129468,0.9991373691958308
B cells,MALT1,-0.36334434,,0.7163476690526774,0.9991373691958308
B cells,PPIL4,-0.36605048,,0.7143274167248419,0.9991373691958308
B cells,SND1,-0.3666984,,0.7138439906544412,0.9991373691958308
B cells,C4orf33,-0.36780372,,0.7130195878128525,0.9991373691958308
B cells,GTF2B,-0.36845168,,0.7125364729140569,0.9991373691958308
B cells,TCTA,-0.37192008,,0.7099523524931474,0.9991373691958308
B cells,PEMT,-0.37192008,,0.7099523524931474,0.9991373691958308
B cells,CSNK1A1,-0.37264425,,0.7094132303594932,0.9991373691958308
B cells,OLA1,-0.3745881,,0.707966833006114,0.9991373691958308
B cells,NOG,-0.37470242,,0.7078817835488638,0.9991373691958308
B cells,ABCC10,-0.37470242,,0.7078817835488638,0.9991373691958308
B cells,CCP110,-0.37710363,,0.706096588143593,0.9991373691958308
B cells,PRKACB,-0.37717986,,0.7060399416882441,0.9991373691958308
B cells,MINA,-0.37847576,,0.7050772013645221,0.9991373691958308
B cells,RPUSD4,-0.3791618,,0.704567706338586,0.9991373691958308
B cells,RFNG,-0.3793524,,0.704426203451278,0.9991373691958308
B cells,GTPBP6,-0.38011467,,0.7038602942402835,0.9991373691958308
B cells,DENND1C,-0.3801909,,0.7038037123319144,0.9991373691958308
B cells,PBRM1,-0.38034335,,0.7036905534348681,0.9991373691958308
B cells,LBR,-0.3812581,,0.7030117379220513,0.9991373691958308
B cells,SRM,-0.38518387,,0.7001011817697885,0.9991373691958308
B cells,ISOC2,-0.38594618,,0.6995365339315053,0.9991373691958308
B cells,RAB1B,-0.38621297,,0.6993389464140091,0.9991373691958308
B cells,TMEM116,-0.38907155,,0.6972232173419977,0.9991373691958308
B cells,GNG11,-0.3899863,4.6558456,0.696546680034432,0.9991373691958308
B cells,ARL16,-0.39002442,,0.6965184962132447,0.9991373691958308
B cells,GLYCTK,-0.3902912,,0.6963212211978846,0.9991373691958308
B cells,C9orf37,-0.39219692,,0.6949127120243165,0.9991373691958308
B cells,ARSG,-0.39311168,,0.6942370011494593,0.9991373691958308
B cells,TMEM87A,-0.39707556,,0.691311734125426,0.9991373691958308
B cells,IRF7,-0.39886695,,0.6899912455070722,0.9991373691958308
B cells,SEL1L,-0.4000485,,0.6891208009158438,0.9991373691958308
B cells,TMEM62,-0.400544,,0.688755898123619,0.9991373691958308
B cells,TKTL1,-0.400544,,0.688755898123619,0.9991373691958308
B cells,MOCS2,-0.4008489,,0.6885313785466347,0.9991373691958308
B cells,CHN2,-0.4024878,,0.687325056385506,0.9991373691958308
B cells,USP19,-0.4040505,,0.6861755830357599,0.9991373691958308
B cells,TPTEP1,-0.404546,,0.6858112672633834,0.9991373691958308
B cells,EBNA1BP2,-0.40492713,,0.6855310740449684,0.9991373691958308
B cells,TOR1A,-0.40580377,,0.6848867937959076,0.9991373691958308
B cells,ALKBH4,-0.40862423,,0.6828154489017992,0.9991373691958308
B cells,PDZD11,-0.4103394,,0.681557012976069,0.9991373691958308
B cells,OAS1,-0.41079673,,0.6812215794639405,0.9991373691958308
B cells,GPR35,-0.41346475,,0.6792661418257352,0.9991373691958308
B cells,PTGDS,-0.41346475,,0.6792661418257352,0.9991373691958308
